C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\0.png,2019-03-07 12:17:03.697000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\1.png,2019-03-07 12:17:03.704000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\2.png,2019-03-07 12:17:03.713000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\3.png,2019-03-07 12:17:03.721000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\4.png,2019-03-07 12:17:03.737000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\5.png,2019-03-07 12:17:03.737000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\6.png,2019-03-07 12:17:03.746000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\7.png,2019-03-07 12:17:03.763000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\8.png,2019-03-07 12:17:03.770000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\9.png,2019-03-07 12:17:03.778000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\10.png,2019-03-07 12:17:03.787000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\11.png,2019-03-07 12:17:03.795000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\12.png,2019-03-07 12:17:03.802000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\13.png,2019-03-07 12:17:03.802000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\14.png,2019-03-07 12:17:03.818000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\15.png,2019-03-07 12:17:03.818000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\16.png,2019-03-07 12:17:03.826000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\17.png,2019-03-07 12:17:03.835000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\18.png,2019-03-07 12:17:03.843000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\19.png,2019-03-07 12:17:03.858000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\20.png,2019-03-07 12:17:03.858000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\21.png,2019-03-07 12:17:03.875000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\22.png,2019-03-07 12:17:03.875000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\23.png,2019-03-07 12:17:03.884000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\24.png,2019-03-07 12:17:03.891000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\25.png,2019-03-07 12:17:03.900000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\26.png,2019-03-07 12:17:03.916000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\27.png,2019-03-07 12:17:03.923000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\28.png,2019-03-07 12:17:03.923000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\29.png,2019-03-07 12:17:03.932000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\30.png,2019-03-07 12:17:03.940000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\31.png,2019-03-07 12:17:03.964000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\32.png,2019-03-07 12:17:03.971000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\33.png,2019-03-07 12:17:03.971000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\34.png,2019-03-07 12:17:03.971000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\35.png,2019-03-07 12:17:03.980000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\36.png,2019-03-07 12:17:03.995000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\37.png,2019-03-07 12:17:04.003000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\38.png,2019-03-07 12:17:04.003000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\39.png,2019-03-07 12:17:04.020000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\40.png,2019-03-07 12:17:04.028000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\41.png,2019-03-07 12:17:04.036000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\42.png,2019-03-07 12:17:04.043000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\43.png,2019-03-07 12:17:04.052000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\44.png,2019-03-07 12:17:04.060000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\45.png,2019-03-07 12:17:04.068000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\46.png,2019-03-07 12:17:04.068000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\47.png,2019-03-07 12:17:04.085000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\48.png,2019-03-07 12:17:04.092000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\49.png,2019-03-07 12:17:04.101000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\50.png,2019-03-07 12:17:04.108000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\51.png,2019-03-07 12:17:04.117000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\52.png,2019-03-07 12:17:04.125000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\53.png,2019-03-07 12:17:04.125000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\54.png,2019-03-07 12:17:04.140000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\55.png,2019-03-07 12:17:04.148000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\56.png,2019-03-07 12:17:04.148000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\57.png,2019-03-07 12:17:04.156000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\58.png,2019-03-07 12:17:04.166000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\59.png,2019-03-07 12:17:04.173000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\60.png,2019-03-07 12:17:04.182000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\61.png,2019-03-07 12:17:04.188000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\62.png,2019-03-07 12:17:04.198000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\63.png,2019-03-07 12:17:04.205000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\64.png,2019-03-07 12:17:04.214000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\65.png,2019-03-07 12:17:04.229000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\66.png,2019-03-07 12:17:04.229000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\67.png,2019-03-07 12:17:04.238000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\68.png,2019-03-07 12:17:04.247000
C:\Users\cmtech\Documents\PythonScripts\Patient_1_backup\imgs\69.png,2019-03-07 12:17:04.254000
